sku_id,category,subcategory,iso_year,iso_week,units_sold,revenue,promo_flag,week_start
SKU00001,Home & Kitchen,Cookware,2024,29,42,1943.66,True,2024-07-15
SKU00001,Home & Kitchen,Cookware,2024,30,61,2949.92,True,2024-07-22
SKU00001,Home & Kitchen,Cookware,2024,31,88,4171.86,True,2024-07-29
SKU00001,Home & Kitchen,Cookware,2024,32,52,2379.61,True,2024-08-05
SKU00001,Home & Kitchen,Cookware,2024,33,51,2395.77,True,2024-08-12
SKU00001,Home & Kitchen,Cookware,2024,34,87,4169.88,True,2024-08-19
SKU00001,Home & Kitchen,Cookware,2024,35,33,1561.51,True,2024-08-26
SKU00001,Home & Kitchen,Cookware,2024,36,59,2676.33,True,2024-09-02
SKU00001,Home & Kitchen,Cookware,2024,37,39,1859.66,True,2024-09-09
SKU00001,Home & Kitchen,Cookware,2024,38,59,2638.59,True,2024-09-16
SKU00001,Home & Kitchen,Cookware,2024,39,25,1129.8,True,2024-09-23
SKU00001,Home & Kitchen,Cookware,2024,40,97,4429.46,True,2024-09-30
SKU00001,Home & Kitchen,Cookware,2024,41,71,3328.63,True,2024-10-07
SKU00001,Home & Kitchen,Cookware,2024,42,80,3692.3900000000003,True,2024-10-14
SKU00001,Home & Kitchen,Cookware,2024,43,25,1160.83,True,2024-10-21
SKU00001,Home & Kitchen,Cookware,2024,44,43,2070.03,True,2024-10-28
SKU00001,Home & Kitchen,Cookware,2024,45,86,3861.04,True,2024-11-04
SKU00001,Home & Kitchen,Cookware,2024,46,61,2752.53,True,2024-11-11
SKU00001,Home & Kitchen,Cookware,2024,47,108,5025.97,True,2024-11-18
SKU00001,Home & Kitchen,Cookware,2024,48,72,3477.0,True,2024-11-25
SKU00001,Home & Kitchen,Cookware,2024,49,63,2945.88,True,2024-12-02
SKU00001,Home & Kitchen,Cookware,2024,50,102,4733.4800000000005,True,2024-12-09
SKU00001,Home & Kitchen,Cookware,2024,51,124,5820.84,True,2024-12-16
SKU00001,Home & Kitchen,Cookware,2024,52,82,3689.5299999999997,True,2024-12-23
SKU00001,Home & Kitchen,Cookware,2025,1,76,3504.07,True,2024-12-30
SKU00001,Home & Kitchen,Cookware,2025,2,43,2043.02,True,2025-01-06
SKU00001,Home & Kitchen,Cookware,2025,3,53,2467.18,True,2025-01-13
SKU00001,Home & Kitchen,Cookware,2025,4,70,3143.87,True,2025-01-20
SKU00001,Home & Kitchen,Cookware,2025,5,51,2284.1,True,2025-01-27
SKU00001,Home & Kitchen,Cookware,2025,6,41,1874.25,True,2025-02-03
SKU00001,Home & Kitchen,Cookware,2025,7,70,3419.73,True,2025-02-10
SKU00001,Home & Kitchen,Cookware,2025,8,45,2138.4300000000003,True,2025-02-17
SKU00001,Home & Kitchen,Cookware,2025,9,56,2655.33,True,2025-02-24
SKU00001,Home & Kitchen,Cookware,2025,10,73,3453.89,True,2025-03-03
SKU00001,Home & Kitchen,Cookware,2025,11,46,2101.86,True,2025-03-10
SKU00001,Home & Kitchen,Cookware,2025,12,53,2522.09,True,2025-03-17
SKU00001,Home & Kitchen,Cookware,2025,13,48,2213.79,True,2025-03-24
SKU00001,Home & Kitchen,Cookware,2025,14,47,2153.71,True,2025-03-31
SKU00001,Home & Kitchen,Cookware,2025,15,26,1276.29,True,2025-04-07
SKU00001,Home & Kitchen,Cookware,2025,16,53,2510.71,True,2025-04-14
SKU00001,Home & Kitchen,Cookware,2025,17,48,2302.9,True,2025-04-21
SKU00001,Home & Kitchen,Cookware,2025,18,30,1405.02,True,2025-04-28
SKU00001,Home & Kitchen,Cookware,2025,19,64,2946.95,True,2025-05-05
SKU00001,Home & Kitchen,Cookware,2025,20,27,1241.43,True,2025-05-12
SKU00001,Home & Kitchen,Cookware,2025,21,82,3835.8100000000004,True,2025-05-19
SKU00001,Home & Kitchen,Cookware,2025,22,40,1843.12,True,2025-05-26
SKU00001,Home & Kitchen,Cookware,2025,23,70,3297.86,True,2025-06-02
SKU00001,Home & Kitchen,Cookware,2025,24,75,3451.5299999999997,True,2025-06-09
SKU00001,Home & Kitchen,Cookware,2025,25,35,1554.5,True,2025-06-16
SKU00001,Home & Kitchen,Cookware,2025,26,30,1293.56,True,2025-06-23
SKU00001,Home & Kitchen,Cookware,2025,27,74,3420.49,True,2025-06-30
SKU00001,Home & Kitchen,Cookware,2025,28,50,2173.62,True,2025-07-07
SKU00001,Home & Kitchen,Cookware,2025,29,60,2781.3100000000004,True,2025-07-14
SKU00001,Home & Kitchen,Cookware,2025,30,42,2008.06,True,2025-07-21
SKU00001,Home & Kitchen,Cookware,2025,31,56,2700.95,True,2025-07-28
SKU00001,Home & Kitchen,Cookware,2025,32,55,2520.8900000000003,True,2025-08-04
SKU00001,Home & Kitchen,Cookware,2025,33,55,2622.01,True,2025-08-11
SKU00001,Home & Kitchen,Cookware,2025,34,86,4002.1400000000003,True,2025-08-18
SKU00001,Home & Kitchen,Cookware,2025,35,75,3516.65,True,2025-08-25
SKU00001,Home & Kitchen,Cookware,2025,36,48,2155.8,True,2025-09-01
SKU00001,Home & Kitchen,Cookware,2025,37,90,4245.58,True,2025-09-08
SKU00001,Home & Kitchen,Cookware,2025,38,58,2767.04,True,2025-09-15
SKU00001,Home & Kitchen,Cookware,2025,39,54,2462.94,True,2025-09-22
SKU00001,Home & Kitchen,Cookware,2025,40,40,1912.13,True,2025-09-29
SKU00001,Home & Kitchen,Cookware,2025,41,21,961.41,True,2025-10-06
SKU00001,Home & Kitchen,Cookware,2025,42,57,2744.0299999999997,True,2025-10-13
SKU00001,Home & Kitchen,Cookware,2025,43,38,1688.12,True,2025-10-20
SKU00001,Home & Kitchen,Cookware,2025,44,66,3008.23,True,2025-10-27
SKU00001,Home & Kitchen,Cookware,2025,45,86,4022.29,True,2025-11-03
SKU00001,Home & Kitchen,Cookware,2025,46,89,4119.42,True,2025-11-10
SKU00001,Home & Kitchen,Cookware,2025,47,85,3851.18,True,2025-11-17
SKU00001,Home & Kitchen,Cookware,2025,48,96,4483.39,True,2025-11-24
SKU00001,Home & Kitchen,Cookware,2025,49,70,3289.76,True,2025-12-01
SKU00001,Home & Kitchen,Cookware,2025,50,122,5716.96,True,2025-12-08
SKU00001,Home & Kitchen,Cookware,2025,51,69,3236.73,True,2025-12-15
SKU00001,Home & Kitchen,Cookware,2025,52,105,4766.8,True,2025-12-22
SKU00001,Home & Kitchen,Cookware,2026,1,9,408.0,True,2025-12-29
SKU00002,Dairy & Bakery,Bread,2024,1,59,37953.77,True,2024-01-01
SKU00002,Dairy & Bakery,Bread,2024,2,68,43090.52,True,2024-01-08
SKU00002,Dairy & Bakery,Bread,2024,3,54,35407.32,True,2024-01-15
SKU00002,Dairy & Bakery,Bread,2024,4,62,37980.78,True,2024-01-22
SKU00002,Dairy & Bakery,Bread,2024,5,60,36207.65,True,2024-01-29
SKU00002,Dairy & Bakery,Bread,2024,6,38,24790.690000000002,True,2024-02-05
SKU00002,Dairy & Bakery,Bread,2024,7,45,27810.03,True,2024-02-12
SKU00002,Dairy & Bakery,Bread,2024,8,14,9232.97,True,2024-02-19
SKU00002,Dairy & Bakery,Bread,2024,9,61,38836.61,True,2024-02-26
SKU00002,Dairy & Bakery,Bread,2024,10,41,26352.35,True,2024-03-04
SKU00002,Dairy & Bakery,Bread,2024,11,45,28738.21,True,2024-03-11
SKU00002,Dairy & Bakery,Bread,2024,12,73,46752.270000000004,True,2024-03-18
SKU00002,Dairy & Bakery,Bread,2024,13,37,22522.39,True,2024-03-25
SKU00002,Dairy & Bakery,Bread,2024,14,74,48335.64,True,2024-04-01
SKU00002,Dairy & Bakery,Bread,2024,15,56,34484.91,True,2024-04-08
SKU00002,Dairy & Bakery,Bread,2024,16,47,30589.23,True,2024-04-15
SKU00002,Dairy & Bakery,Bread,2024,17,49,31368.510000000002,True,2024-04-22
SKU00002,Dairy & Bakery,Bread,2024,18,82,52905.66,True,2024-04-29
SKU00002,Dairy & Bakery,Bread,2024,19,26,16782.35,True,2024-05-06
SKU00002,Dairy & Bakery,Bread,2024,20,56,36376.27,True,2024-05-13
SKU00002,Dairy & Bakery,Bread,2024,21,90,57316.53,True,2024-05-20
SKU00002,Dairy & Bakery,Bread,2024,22,50,31662.16,True,2024-05-27
SKU00002,Dairy & Bakery,Bread,2024,23,51,32475.15,True,2024-06-03
SKU00002,Dairy & Bakery,Bread,2024,24,56,35519.79,True,2024-06-10
SKU00002,Dairy & Bakery,Bread,2024,25,76,46612.37,True,2024-06-17
SKU00002,Dairy & Bakery,Bread,2024,26,76,49590.87,True,2024-06-24
SKU00002,Dairy & Bakery,Bread,2024,27,53,34019.630000000005,True,2024-07-01
SKU00002,Dairy & Bakery,Bread,2024,28,42,27035.0,True,2024-07-08
SKU00002,Dairy & Bakery,Bread,2024,29,59,37538.78,True,2024-07-15
SKU00002,Dairy & Bakery,Bread,2024,30,54,34810.630000000005,True,2024-07-22
SKU00002,Dairy & Bakery,Bread,2024,31,73,43799.14,True,2024-07-29
SKU00002,Dairy & Bakery,Bread,2024,32,81,51075.22,True,2024-08-05
SKU00002,Dairy & Bakery,Bread,2024,33,55,36008.42,True,2024-08-12
SKU00002,Dairy & Bakery,Bread,2024,34,61,38508.409999999996,True,2024-08-19
SKU00002,Dairy & Bakery,Bread,2024,35,66,41824.66,True,2024-08-26
SKU00002,Dairy & Bakery,Bread,2024,36,59,38816.86,True,2024-09-02
SKU00002,Dairy & Bakery,Bread,2024,37,18,11433.14,True,2024-09-09
SKU00002,Dairy & Bakery,Bread,2024,38,61,37963.31,True,2024-09-16
SKU00002,Dairy & Bakery,Bread,2024,39,79,49566.67,True,2024-09-23
SKU00002,Dairy & Bakery,Bread,2024,40,59,34205.86,True,2024-09-30
SKU00002,Dairy & Bakery,Bread,2024,41,40,25414.61,True,2024-10-07
SKU00002,Dairy & Bakery,Bread,2024,42,52,31793.879999999997,True,2024-10-14
SKU00002,Dairy & Bakery,Bread,2024,43,60,35216.0,True,2024-10-21
SKU00002,Dairy & Bakery,Bread,2024,44,92,59280.969999999994,True,2024-10-28
SKU00002,Dairy & Bakery,Bread,2024,45,70,46360.11,True,2024-11-04
SKU00002,Dairy & Bakery,Bread,2024,46,111,69203.09,True,2024-11-11
SKU00002,Dairy & Bakery,Bread,2024,47,91,58636.03,True,2024-11-18
SKU00002,Dairy & Bakery,Bread,2024,48,61,37834.43,True,2024-11-25
SKU00002,Dairy & Bakery,Bread,2024,49,69,44151.14,True,2024-12-02
SKU00002,Dairy & Bakery,Bread,2024,50,95,58829.340000000004,True,2024-12-09
SKU00002,Dairy & Bakery,Bread,2024,51,83,53443.3,True,2024-12-16
SKU00002,Dairy & Bakery,Bread,2024,52,74,45749.33,True,2024-12-23
SKU00002,Dairy & Bakery,Bread,2025,1,44,27318.0,True,2024-12-30
SKU00002,Dairy & Bakery,Bread,2025,2,58,37458.32,True,2025-01-06
SKU00002,Dairy & Bakery,Bread,2025,3,28,18307.690000000002,True,2025-01-13
SKU00002,Dairy & Bakery,Bread,2025,4,40,25505.010000000002,True,2025-01-20
SKU00002,Dairy & Bakery,Bread,2025,5,39,24570.62,True,2025-01-27
SKU00002,Dairy & Bakery,Bread,2025,6,40,25410.09,True,2025-02-03
SKU00002,Dairy & Bakery,Bread,2025,7,63,39576.92,True,2025-02-10
SKU00002,Dairy & Bakery,Bread,2025,8,54,34601.84,True,2025-02-17
SKU00002,Dairy & Bakery,Bread,2025,9,47,29354.699999999997,True,2025-02-24
SKU00002,Dairy & Bakery,Bread,2025,10,57,35314.22,True,2025-03-03
SKU00002,Dairy & Bakery,Bread,2025,11,71,45664.03,True,2025-03-10
SKU00002,Dairy & Bakery,Bread,2025,12,47,28512.270000000004,True,2025-03-17
SKU00002,Dairy & Bakery,Bread,2025,13,66,41175.85,True,2025-03-24
SKU00002,Dairy & Bakery,Bread,2025,14,59,35492.85,True,2025-03-31
SKU00002,Dairy & Bakery,Bread,2025,15,42,24878.92,True,2025-04-07
SKU00002,Dairy & Bakery,Bread,2025,16,64,40242.159999999996,True,2025-04-14
SKU00002,Dairy & Bakery,Bread,2025,17,63,39547.19,True,2025-04-21
SKU00002,Dairy & Bakery,Bread,2025,18,71,42756.75,True,2025-04-28
SKU00002,Dairy & Bakery,Bread,2025,19,61,38657.41,True,2025-05-05
SKU00002,Dairy & Bakery,Bread,2025,20,54,33040.51,True,2025-05-12
SKU00002,Dairy & Bakery,Bread,2025,21,41,25441.54,True,2025-05-19
SKU00002,Dairy & Bakery,Bread,2025,22,36,23237.55,True,2025-05-26
SKU00002,Dairy & Bakery,Bread,2025,23,62,38770.090000000004,True,2025-06-02
SKU00002,Dairy & Bakery,Bread,2025,24,71,46061.96,True,2025-06-09
SKU00002,Dairy & Bakery,Bread,2025,25,53,32367.83,True,2025-06-16
SKU00002,Dairy & Bakery,Bread,2025,26,91,57813.96000000001,True,2025-06-23
SKU00002,Dairy & Bakery,Bread,2025,27,54,34359.78,True,2025-06-30
SKU00002,Dairy & Bakery,Bread,2025,28,30,19483.63,True,2025-07-07
SKU00002,Dairy & Bakery,Bread,2025,29,62,40094.82,True,2025-07-14
SKU00002,Dairy & Bakery,Bread,2025,30,53,33750.45,True,2025-07-21
SKU00002,Dairy & Bakery,Bread,2025,31,40,26003.32,True,2025-07-28
SKU00002,Dairy & Bakery,Bread,2025,32,79,50254.53,True,2025-08-04
SKU00002,Dairy & Bakery,Bread,2025,33,52,32730.59,True,2025-08-11
SKU00002,Dairy & Bakery,Bread,2025,34,45,29279.600000000002,True,2025-08-18
SKU00002,Dairy & Bakery,Bread,2025,35,55,34797.5,True,2025-08-25
SKU00002,Dairy & Bakery,Bread,2025,36,41,26149.43,True,2025-09-01
SKU00002,Dairy & Bakery,Bread,2025,37,78,48953.41,True,2025-09-08
SKU00002,Dairy & Bakery,Bread,2025,38,29,17590.13,True,2025-09-15
SKU00002,Dairy & Bakery,Bread,2025,39,59,38105.95,True,2025-09-22
SKU00002,Dairy & Bakery,Bread,2025,40,43,25982.88,True,2025-09-29
SKU00002,Dairy & Bakery,Bread,2025,41,55,33078.96,True,2025-10-06
SKU00002,Dairy & Bakery,Bread,2025,42,59,35461.81,True,2025-10-13
SKU00002,Dairy & Bakery,Bread,2025,43,44,27044.29,True,2025-10-20
SKU00002,Dairy & Bakery,Bread,2025,44,47,29007.16,True,2025-10-27
SKU00002,Dairy & Bakery,Bread,2025,45,86,54036.159999999996,True,2025-11-03
SKU00002,Dairy & Bakery,Bread,2025,46,97,61779.16,True,2025-11-10
SKU00002,Dairy & Bakery,Bread,2025,47,86,53775.46,True,2025-11-17
SKU00002,Dairy & Bakery,Bread,2025,48,68,42385.31,True,2025-11-24
SKU00002,Dairy & Bakery,Bread,2025,49,86,53925.28,True,2025-12-01
SKU00002,Dairy & Bakery,Bread,2025,50,104,65264.31,True,2025-12-08
SKU00002,Dairy & Bakery,Bread,2025,51,131,84283.42,True,2025-12-15
SKU00002,Dairy & Bakery,Bread,2025,52,64,40046.4,True,2025-12-22
SKU00002,Dairy & Bakery,Bread,2026,1,42,27277.120000000003,True,2025-12-29
SKU00003,Stationery & Office,Notebooks,2024,1,25,9973.15,True,2024-01-01
SKU00003,Stationery & Office,Notebooks,2024,2,34,13531.21,True,2024-01-08
SKU00003,Stationery & Office,Notebooks,2024,3,66,27146.36,True,2024-01-15
SKU00003,Stationery & Office,Notebooks,2024,4,32,13993.89,True,2024-01-22
SKU00003,Stationery & Office,Notebooks,2024,5,46,19964.39,True,2024-01-29
SKU00003,Stationery & Office,Notebooks,2024,6,48,20179.920000000002,True,2024-02-05
SKU00003,Stationery & Office,Notebooks,2024,7,48,20623.920000000002,True,2024-02-12
SKU00003,Stationery & Office,Notebooks,2024,8,52,21932.32,True,2024-02-19
SKU00003,Stationery & Office,Notebooks,2024,9,51,20959.08,True,2024-02-26
SKU00003,Stationery & Office,Notebooks,2024,10,67,29084.71,True,2024-03-04
SKU00003,Stationery & Office,Notebooks,2024,11,58,25165.43,True,2024-03-11
SKU00003,Stationery & Office,Notebooks,2024,12,63,25467.14,True,2024-03-18
SKU00003,Stationery & Office,Notebooks,2024,13,53,22477.08,True,2024-03-25
SKU00003,Stationery & Office,Notebooks,2024,14,62,23271.06,True,2024-04-01
SKU00003,Stationery & Office,Notebooks,2024,15,37,15363.19,True,2024-04-08
SKU00003,Stationery & Office,Notebooks,2024,16,45,18752.05,True,2024-04-15
SKU00003,Stationery & Office,Notebooks,2024,17,36,14910.42,True,2024-04-22
SKU00003,Stationery & Office,Notebooks,2024,18,41,17043.21,True,2024-04-29
SKU00003,Stationery & Office,Notebooks,2024,19,54,23281.09,True,2024-05-06
SKU00003,Stationery & Office,Notebooks,2024,20,49,21104.51,True,2024-05-13
SKU00003,Stationery & Office,Notebooks,2024,21,62,25863.97,True,2024-05-20
SKU00003,Stationery & Office,Notebooks,2024,22,36,15176.050000000001,True,2024-05-27
SKU00003,Stationery & Office,Notebooks,2024,23,64,27819.1,True,2024-06-03
SKU00003,Stationery & Office,Notebooks,2024,24,36,15403.400000000001,True,2024-06-10
SKU00003,Stationery & Office,Notebooks,2024,25,43,18253.87,True,2024-06-17
SKU00003,Stationery & Office,Notebooks,2024,26,56,24196.67,True,2024-06-24
SKU00003,Stationery & Office,Notebooks,2024,27,72,30534.08,True,2024-07-01
SKU00003,Stationery & Office,Notebooks,2024,28,36,15062.2,True,2024-07-08
SKU00003,Stationery & Office,Notebooks,2024,29,40,16679.38,True,2024-07-15
SKU00003,Stationery & Office,Notebooks,2024,30,79,34501.18,True,2024-07-22
SKU00003,Stationery & Office,Notebooks,2024,31,39,16141.26,True,2024-07-29
SKU00003,Stationery & Office,Notebooks,2024,32,81,35189.32,True,2024-08-05
SKU00003,Stationery & Office,Notebooks,2024,33,54,22800.47,True,2024-08-12
SKU00003,Stationery & Office,Notebooks,2024,34,75,31639.05,True,2024-08-19
SKU00003,Stationery & Office,Notebooks,2024,35,68,27647.920000000002,True,2024-08-26
SKU00003,Stationery & Office,Notebooks,2024,36,55,23712.18,True,2024-09-02
SKU00003,Stationery & Office,Notebooks,2024,37,58,24794.12,True,2024-09-09
SKU00003,Stationery & Office,Notebooks,2024,38,50,21445.2,True,2024-09-16
SKU00003,Stationery & Office,Notebooks,2024,39,69,28716.71,True,2024-09-23
SKU00003,Stationery & Office,Notebooks,2024,40,65,26863.510000000002,True,2024-09-30
SKU00003,Stationery & Office,Notebooks,2024,41,76,31315.649999999998,True,2024-10-07
SKU00003,Stationery & Office,Notebooks,2024,42,64,26725.39,True,2024-10-14
SKU00003,Stationery & Office,Notebooks,2024,43,41,17327.31,True,2024-10-21
SKU00003,Stationery & Office,Notebooks,2024,44,107,45910.229999999996,True,2024-10-28
SKU00003,Stationery & Office,Notebooks,2024,45,64,27262.09,True,2024-11-04
SKU00003,Stationery & Office,Notebooks,2024,46,101,41919.77,True,2024-11-11
SKU00003,Stationery & Office,Notebooks,2024,47,93,38588.0,True,2024-11-18
SKU00003,Stationery & Office,Notebooks,2024,48,64,27462.43,True,2024-11-25
SKU00003,Stationery & Office,Notebooks,2024,49,100,41876.479999999996,True,2024-12-02
SKU00003,Stationery & Office,Notebooks,2024,50,78,32801.12,True,2024-12-09
SKU00003,Stationery & Office,Notebooks,2024,51,58,24910.870000000003,True,2024-12-16
SKU00003,Stationery & Office,Notebooks,2024,52,71,31248.85,True,2024-12-23
SKU00003,Stationery & Office,Notebooks,2025,1,55,22662.86,True,2024-12-30
SKU00003,Stationery & Office,Notebooks,2025,2,41,17448.21,True,2025-01-06
SKU00003,Stationery & Office,Notebooks,2025,3,57,24694.92,True,2025-01-13
SKU00003,Stationery & Office,Notebooks,2025,4,32,13255.210000000001,True,2025-01-20
SKU00003,Stationery & Office,Notebooks,2025,5,85,34612.6,True,2025-01-27
SKU00003,Stationery & Office,Notebooks,2025,6,44,18095.13,True,2025-02-03
SKU00003,Stationery & Office,Notebooks,2025,7,38,16155.560000000001,True,2025-02-10
SKU00003,Stationery & Office,Notebooks,2025,8,50,22189.66,True,2025-02-17
SKU00003,Stationery & Office,Notebooks,2025,9,46,19008.49,True,2025-02-24
SKU00003,Stationery & Office,Notebooks,2025,10,63,27457.78,True,2025-03-03
SKU00003,Stationery & Office,Notebooks,2025,11,36,14530.080000000002,True,2025-03-10
SKU00003,Stationery & Office,Notebooks,2025,12,48,20350.09,True,2025-03-17
SKU00003,Stationery & Office,Notebooks,2025,13,61,25656.03,True,2025-03-24
SKU00003,Stationery & Office,Notebooks,2025,14,67,27445.850000000002,True,2025-03-31
SKU00003,Stationery & Office,Notebooks,2025,15,80,33346.89,True,2025-04-07
SKU00003,Stationery & Office,Notebooks,2025,16,66,27576.85,True,2025-04-14
SKU00003,Stationery & Office,Notebooks,2025,17,68,29214.14,True,2025-04-21
SKU00003,Stationery & Office,Notebooks,2025,18,26,10594.470000000001,True,2025-04-28
SKU00003,Stationery & Office,Notebooks,2025,19,51,22185.28,True,2025-05-05
SKU00003,Stationery & Office,Notebooks,2025,20,72,30757.2,True,2025-05-12
SKU00003,Stationery & Office,Notebooks,2025,21,41,17619.63,True,2025-05-19
SKU00003,Stationery & Office,Notebooks,2025,22,43,17499.61,True,2025-05-26
SKU00003,Stationery & Office,Notebooks,2025,23,55,21541.989999999998,True,2025-06-02
SKU00003,Stationery & Office,Notebooks,2025,24,61,23953.47,True,2025-06-09
SKU00003,Stationery & Office,Notebooks,2025,25,60,23649.52,True,2025-06-16
SKU00003,Stationery & Office,Notebooks,2025,26,49,21118.510000000002,True,2025-06-23
SKU00003,Stationery & Office,Notebooks,2025,27,88,37921.58,True,2025-06-30
SKU00003,Stationery & Office,Notebooks,2025,28,20,7773.12,True,2025-07-07
SKU00003,Stationery & Office,Notebooks,2025,29,56,23521.68,True,2025-07-14
SKU00003,Stationery & Office,Notebooks,2025,30,38,15799.39,True,2025-07-21
SKU00003,Stationery & Office,Notebooks,2025,31,85,36872.32,True,2025-07-28
SKU00003,Stationery & Office,Notebooks,2025,32,59,24957.27,True,2025-08-04
SKU00003,Stationery & Office,Notebooks,2025,33,26,11080.03,True,2025-08-11
SKU00003,Stationery & Office,Notebooks,2025,34,49,20663.36,True,2025-08-18
SKU00003,Stationery & Office,Notebooks,2025,35,55,22358.66,True,2025-08-25
SKU00003,Stationery & Office,Notebooks,2025,36,40,16775.44,True,2025-09-01
SKU00003,Stationery & Office,Notebooks,2025,37,65,27078.08,True,2025-09-08
SKU00003,Stationery & Office,Notebooks,2025,38,84,35370.84,True,2025-09-15
SKU00003,Stationery & Office,Notebooks,2025,39,32,13968.58,True,2025-09-22
SKU00003,Stationery & Office,Notebooks,2025,40,50,21191.780000000002,True,2025-09-29
SKU00003,Stationery & Office,Notebooks,2025,41,55,22133.85,True,2025-10-06
SKU00003,Stationery & Office,Notebooks,2025,42,68,29189.59,True,2025-10-13
SKU00003,Stationery & Office,Notebooks,2025,43,43,17591.0,True,2025-10-20
SKU00003,Stationery & Office,Notebooks,2025,44,59,25301.32,True,2025-10-27
SKU00003,Stationery & Office,Notebooks,2025,45,97,40343.23,True,2025-11-03
SKU00003,Stationery & Office,Notebooks,2025,46,83,35552.66,True,2025-11-10
SKU00003,Stationery & Office,Notebooks,2025,47,86,35560.74,True,2025-11-17
SKU00003,Stationery & Office,Notebooks,2025,48,96,40330.880000000005,True,2025-11-24
SKU00003,Stationery & Office,Notebooks,2025,49,80,34486.69,True,2025-12-01
SKU00003,Stationery & Office,Notebooks,2025,50,92,37979.48,True,2025-12-08
SKU00003,Stationery & Office,Notebooks,2025,51,79,32828.35,True,2025-12-15
SKU00003,Stationery & Office,Notebooks,2025,52,81,33346.899999999994,True,2025-12-22
SKU00003,Stationery & Office,Notebooks,2026,1,23,9928.74,True,2025-12-29
SKU00004,Dairy & Bakery,Eggs,2024,1,58,12001.11,True,2024-01-01
SKU00004,Dairy & Bakery,Eggs,2024,2,27,5636.14,True,2024-01-08
SKU00004,Dairy & Bakery,Eggs,2024,3,40,8014.25,True,2024-01-15
SKU00004,Dairy & Bakery,Eggs,2024,4,34,7067.759999999999,True,2024-01-22
SKU00004,Dairy & Bakery,Eggs,2024,5,25,5002.83,True,2024-01-29
SKU00004,Dairy & Bakery,Eggs,2024,6,46,9489.29,True,2024-02-05
SKU00004,Dairy & Bakery,Eggs,2024,7,47,9926.08,True,2024-02-12
SKU00004,Dairy & Bakery,Eggs,2024,8,63,13012.050000000001,True,2024-02-19
SKU00004,Dairy & Bakery,Eggs,2024,9,44,9437.07,True,2024-02-26
SKU00004,Dairy & Bakery,Eggs,2024,10,70,13621.68,True,2024-03-04
SKU00004,Dairy & Bakery,Eggs,2024,11,43,8857.5,True,2024-03-11
SKU00004,Dairy & Bakery,Eggs,2024,12,60,12606.39,True,2024-03-18
SKU00004,Dairy & Bakery,Eggs,2024,13,70,14419.45,True,2024-03-25
SKU00004,Dairy & Bakery,Eggs,2024,14,55,11807.84,True,2024-04-01
SKU00004,Dairy & Bakery,Eggs,2024,15,62,12775.18,True,2024-04-08
SKU00004,Dairy & Bakery,Eggs,2024,16,51,10883.31,True,2024-04-15
SKU00004,Dairy & Bakery,Eggs,2024,17,65,13106.869999999999,True,2024-04-22
SKU00004,Dairy & Bakery,Eggs,2024,18,51,10357.27,True,2024-04-29
SKU00004,Dairy & Bakery,Eggs,2024,19,37,7551.04,True,2024-05-06
