sku_id,forecast_horizon_units,stock_on_hand,reorder_point,safety_stock,n_stores_carrying,last_restock_date,category,subcategory,unit_price,list_price,weekly_avg_forecast,weeks_of_cover,stockout_risk,overstock_risk,quadrant,rupee_at_risk_stockout,rupee_locked_overstock
SKU00073,202.28284307801997,126.0,60.0,22.0,1.0,2025-11-13,Electronics & Accessories,Small Appliances,704.61,1216.02,33.71380717966999,3.7373411827537586,0.06566470431156035,0.0,Healthy,10768.14,0.0
SKU00074,194.75137419305,88.0,74.0,22.0,2.0,2025-12-11,Snacks & Confectionery,Candy,139.5,197.5,32.458562365508335,2.7111490339298587,0.3222127415175353,0.0,Healthy,8262.26,0.0
SKU00075,195.26259292323977,7071.0,1707.0,614.0,29.0,2025-11-21,Electronics & Accessories,Batteries,2393.21,3697.58,32.54376548720663,217.27663944664613,0.0,1.0,Markdown / Clear,0.0,15987779.13
SKU00076,191.25492948238553,153.0,138.0,42.0,3.0,2025-12-20,Dairy & Bakery,Butter & Ghee,220.42,306.25,31.875821580397588,4.7998762828465935,0.0,0.0,Healthy,0.0,0.0
SKU00077,188.05081559652814,206.0,195.0,56.0,3.0,2025-12-14,Apparel & Footwear,Women's Wear,1166.71,1562.82,31.341802599421356,6.572691514680245,0.0,0.0,Healthy,0.0,0.0
SKU00078,193.5590329387283,69.0,30.0,14.0,1.0,2025-11-15,Frozen Foods,Ready Meals,653.46,820.53,32.259838823121385,2.1388823539485906,0.46527941151285235,0.0,Healthy,49264.09,0.0
SKU00079,188.02252528171883,138.0,1142.0,378.0,18.0,2025-12-30,Frozen Foods,Frozen Vegetables,137.37,197.9,31.33708754695314,4.403727685070642,0.0,0.0,Healthy,0.0,0.0
SKU00080,188.66910410639113,1.0,43.0,16.0,1.0,2025-11-02,Snacks & Confectionery,Biscuits & Cookies,54.69,85.23,31.44485068439852,0.03180170928577994,0.992049572678555,0.0,Reorder Now,10634.95,0.0
SKU00081,193.4409490964048,276.0,117.0,55.0,2.0,2025-12-30,Home Care,Laundry,76.17,115.69,32.240158182734135,8.560752042085475,0.0,0.0,Healthy,0.0,0.0
SKU00082,188.31016164437403,175.0,113.0,45.0,2.0,2025-12-09,Home & Kitchen,Storage & Containers,312.42,480.16,31.385026940729006,5.5759072735699595,0.0,0.0,Healthy,0.0,0.0
SKU00083,197.78688457613586,6987.0,1605.0,621.0,27.0,2025-12-09,Grocery,Pulses & Lentils,221.02,333.54,32.96448076268931,211.95540892329788,0.0,1.0,Markdown / Clear,0.0,1456837.03
SKU00084,185.78240991067833,39.0,108.0,33.0,2.0,2025-11-25,Apparel & Footwear,Men's Wear,729.59,1308.64,30.963734985113053,1.2595379730110297,0.6851155067472425,0.0,Reorder Now,111044.57,0.0
SKU00085,204.15396034318314,308.0,167.0,51.0,2.0,2025-12-05,Home Care,Dishwashing,228.02,372.68,34.02566005719719,9.051991922632844,0.0,0.0,Healthy,0.0,0.0
SKU00086,186.05014878541036,230.0,224.0,100.0,3.0,2025-12-21,Electronics & Accessories,Small Appliances,2220.28,2786.01,31.008358130901726,7.417354992775026,0.0,0.0,Healthy,0.0,0.0
SKU00087,189.59202061584034,28.0,77.0,27.0,1.0,2025-12-14,Health & Wellness,First Aid,180.72,231.1,31.598670102640057,0.8861132417614187,0.7784716895596453,0.0,Reorder Now,22739.01,0.0
SKU00088,192.58764583108004,,,,,,,,83.54,148.62,32.097940971846675,,0.0,0.0,Healthy,,
SKU00089,187.61538467269395,,,,,,,,251.4,316.27,31.269230778782326,,0.0,0.0,Healthy,,
SKU00090,181.39859684479836,7868.0,1737.0,598.0,23.0,2025-08-22,Health & Wellness,OTC Medicine,462.73,618.63,30.23309947413306,260.2445709124773,0.0,1.0,Markdown / Clear,0.0,3472882.49
SKU00091,195.2667485709749,260.0,137.0,47.0,3.0,2025-12-09,Beverages,Bottled Water,123.16,223.64,32.54445809516248,7.989071418541988,0.0,0.0,Healthy,0.0,0.0
SKU00092,191.0754618893916,137.0,115.0,34.0,2.0,2025-12-01,Health & Wellness,OTC Medicine,630.38,809.88,31.8459103148986,4.301965264780224,0.0,0.0,Healthy,0.0,0.0
SKU00093,192.7806933881964,276.0,158.0,49.0,2.0,2025-12-07,Beverages,Energy Drinks,171.07,216.52,32.1301155646994,8.590071811109036,0.0,0.0,Healthy,0.0,0.0
SKU00094,191.535175617214,88.0,73.0,24.0,2.0,2025-12-26,Health & Wellness,OTC Medicine,756.04,1069.07,31.92252926953567,2.756673797899223,0.3108315505251943,0.0,Healthy,42431.51,0.0
SKU00095,189.61158561092546,98.0,77.0,25.0,1.0,2025-11-19,Health & Wellness,First Aid,520.58,696.82,31.601930935154243,3.1010763298322384,0.2247309175419404,0.0,Healthy,19795.07,0.0
SKU00096,196.09773375574926,127.0,76.0,24.0,1.0,2025-11-26,Beverages,Juices,133.12,210.25,32.68295562595821,3.8858174717567815,0.028545632060804627,0.0,Healthy,784.62,0.0
SKU00097,187.8886767094652,377.0,172.0,63.0,2.0,2025-12-02,Apparel & Footwear,Kids Wear,764.96,1103.71,31.314779451577532,12.039043755136777,0.0,0.0032536462613981243,Healthy,0.0,935.28
SKU00098,186.07921097450918,224.0,83.0,20.0,1.0,2025-11-27,Personal Care,Men's Grooming,224.26,306.0,31.013201829084863,7.222730540189755,0.0,0.0,Healthy,0.0,0.0
SKU00099,196.86272638311948,18.0,77.0,34.0,1.0,2025-12-31,Apparel & Footwear,Footwear,1154.2,1671.99,32.81045439718658,0.5486056298428911,0.8628485925392773,0.0,Reorder Now,189339.19,0.0
SKU00100,186.16746222748407,177.0,116.0,55.0,2.0,2025-12-25,Grocery,Flour & Atta,291.49,465.53,31.027910371247344,5.704541423582966,0.0,0.0,Healthy,0.0,0.0
SKU00101,183.61182141870063,,,,,,,,87.31,122.57,30.601970236450104,,0.0,0.0,Healthy,,
SKU00102,193.83492265637676,131.0,130.0,57.0,2.0,2025-12-23,Home Care,Surface Cleaners,84.9,111.77,32.30582044272946,4.054996845916105,0.0,0.0,Healthy,0.0,0.0
SKU00103,195.67126035604682,294.0,176.0,51.0,4.0,2025-12-27,Snacks & Confectionery,Namkeen,136.39,179.7,32.6118767260078,9.015120548568017,0.0,0.0,Healthy,0.0,0.0
SKU00104,182.03374029179724,299.0,137.0,54.0,2.0,2025-12-08,Dairy & Bakery,Bread,227.32,389.89,30.338956715299542,9.855315817409707,0.0,0.0,Healthy,0.0,0.0
SKU00105,187.91389178451772,6368.0,1389.0,496.0,26.0,2025-11-07,Health & Wellness,First Aid,332.66,503.0,31.318981964086287,203.32717095664967,0.0,1.0,Markdown / Clear,0.0,1993356.01
SKU00106,198.04192032891987,436.0,327.0,136.0,5.0,2025-12-25,Beverages,Bottled Water,112.38,200.8,33.00698672148665,13.20932454934385,0.0,0.1007770457786541,Healthy,0.0,4485.78
SKU00107,194.42118145906144,278.0,240.0,88.0,4.0,2025-12-31,Electronics & Accessories,Mobile Accessories,1778.82,2511.78,32.40353024317691,8.579312127836362,0.0,0.0,Healthy,0.0,0.0
SKU00108,199.78531364227163,277.0,192.0,67.0,3.0,2025-12-14,Beverages,Juices,50.11,82.07,33.297552273711936,8.31892980369877,0.0,0.0,Healthy,0.0,0.0
SKU00109,188.4102458824751,,,,,,,,80.35,102.67,31.40170764707918,,0.0,0.0,Healthy,,
SKU00110,192.2246448434961,134.0,83.0,25.0,2.0,2025-12-24,Health & Wellness,Vitamins & Supplements,202.12,286.87,32.03744080724935,4.182606245180446,0.0,0.0,Healthy,0.0,0.0
SKU00111,181.80747902209094,442.0,191.0,71.0,3.0,2025-12-15,Apparel & Footwear,Footwear,1506.31,2316.85,30.301246503681824,14.5868586609562,0.0,0.21557155507968329,Healthy,0.0,118072.17
SKU00112,193.28616048256538,377.0,194.0,49.0,4.0,2025-12-26,Snacks & Confectionery,Chips & Crisps,160.42,218.89,32.21436008042756,11.702855467523424,0.0,0.0,Healthy,0.0,0.0
SKU00113,180.0554584720822,230.0,145.0,53.0,2.0,2025-11-10,Dairy & Bakery,Bread,82.18,136.55,30.009243078680367,7.664305274110702,0.0,0.0,Healthy,0.0,0.0
SKU00114,190.25882548725465,96.0,123.0,37.0,2.0,2025-12-26,Stationery & Office,Writing Instruments,97.29,169.83,31.709804247875777,3.0274548290985113,0.24313629272537218,0.0,Healthy,5237.42,0.0
SKU00115,194.41098825206615,336.0,250.0,71.0,3.0,2025-12-06,Stationery & Office,Office Supplies,26.2,45.82,32.40183137534436,10.369784229408516,0.0,0.0,Healthy,0.0,0.0
SKU00116,193.2586322684075,10.0,41.0,11.0,1.0,2025-12-23,Frozen Foods,Ready Meals,220.62,317.12,32.209772044734585,0.31046478646640174,0.9223838033833995,0.0,Reorder Now,37686.25,0.0
SKU00117,193.21990421403476,278.0,191.0,74.0,4.0,2025-12-30,Home Care,Surface Cleaners,199.97,258.96,32.203317369005795,8.632651003451034,0.0,0.0,Healthy,0.0,0.0
SKU00118,189.71517266432852,351.0,159.0,53.0,3.0,2025-12-27,Personal Care,Bath & Body,175.46,289.69,31.619195444054753,11.100851715883786,0.0,0.0,Healthy,0.0,0.0
SKU00119,184.7922754751276,5.0,22.0,11.0,1.0,2025-11-10,Health & Wellness,OTC Medicine,713.33,963.94,30.798712579187935,0.1623444482344604,0.9594138879413849,0.0,Reorder Now,113932.74,0.0
SKU00120,194.4236021921833,252.0,180.0,49.0,2.0,2025-11-24,Health & Wellness,First Aid,275.41,492.32,32.403933698697216,7.776833588884041,0.0,0.0,Healthy,0.0,0.0
SKU00121,191.26373587244865,,,,,,,,124.65,195.28,31.877289312074776,,0.0,0.0,Healthy,,
SKU00122,185.68978027864597,98.0,160.0,46.0,3.0,2025-12-23,Grocery,Cooking Oil,114.13,159.98,30.948296713107663,3.166571682715374,0.20835707932115655,0.0,Healthy,4126.39,0.0
SKU00123,191.7438553473815,231.0,128.0,54.0,2.0,2025-11-18,Beverages,Juices,75.0,99.13,31.957309224563584,7.228393303602819,0.0,0.0,Healthy,0.0,0.0
SKU00124,182.14802704949062,15.0,27.0,13.0,1.0,2025-12-15,Stationery & Office,Writing Instruments,271.63,345.68,30.358004508248438,0.4941036225198668,0.8764740943700333,0.0,Reorder Now,36791.42,0.0
SKU00125,188.12326461278474,186.0,98.0,31.0,2.0,2025-12-30,Home Care,Air Fresheners,338.32,477.75,31.353877435464124,5.9322806368317575,0.0,0.0,Healthy,0.0,0.0
SKU00126,196.23788893755815,140.0,143.0,47.0,2.0,2025-12-25,Home Care,Dishwashing,168.71,253.44,32.70631482292636,4.280518938252967,0.0,0.0,Healthy,0.0,0.0
SKU00127,188.384117204949,4986.0,1188.0,404.0,19.0,2025-12-26,Home Care,Dishwashing,126.42,223.69,31.397352867491502,158.80319659567394,0.0,1.0,Markdown / Clear,0.0,582699.08
SKU00128,189.1630123639076,124.0,53.0,25.0,1.0,2025-12-17,Apparel & Footwear,Footwear,459.21,741.97,31.52716872731793,3.933115627111654,0.01672109322208648,0.0,Healthy,1564.57,0.0
SKU00129,187.88543954291947,83.0,47.0,17.0,1.0,2025-11-13,Grocery,Cooking Oil,169.57,217.18,31.314239923819912,2.650551321121612,0.337362169719597,0.0,Healthy,9177.37,0.0
SKU00130,196.87509983223637,225.0,123.0,49.0,2.0,2025-12-29,Grocery,Pulses & Lentils,251.98,362.18,32.812516638706064,6.857139379994618,0.0,0.0,Healthy,0.0,0.0
SKU00131,187.78176666284776,261.0,140.0,57.0,2.0,2025-12-08,Dairy & Bakery,Eggs,75.8,119.24,31.296961110474626,8.339467818575114,0.0,0.0,Healthy,0.0,0.0
SKU00132,195.24246934147396,,,,,,,,281.04,459.06,32.540411556912325,,0.0,0.0,Healthy,,
SKU00133,190.4213059530631,365.0,133.0,52.0,3.0,2025-12-31,Electronics & Accessories,Small Appliances,996.57,1722.93,31.736884325510516,11.500813887600438,0.0,0.0,Healthy,0.0,0.0
SKU00134,197.09226647411762,209.0,184.0,63.0,3.0,2025-12-07,Home Care,Air Fresheners,147.48,199.86,32.8487110790196,6.362502306322997,0.0,0.0,Healthy,0.0,0.0
SKU00135,192.25823059381185,218.0,265.0,111.0,4.0,2025-12-14,Home Care,Pest Control,125.08,191.52,32.04303843230198,6.803349827781574,0.0,0.0,Healthy,0.0,0.0
SKU00136,194.79811586663695,112.0,57.0,26.0,1.0,2025-12-10,Stationery & Office,Writing Instruments,390.01,497.37,32.46635264443949,3.449725358021768,0.13756866049455796,0.0,Healthy,8885.72,0.0
SKU00137,188.1084187355649,156.0,68.0,20.0,1.0,2025-11-17,Beverages,Juices,96.51,145.43,31.35140312259415,4.975853852218015,0.0,0.0,Healthy,0.0,0.0
SKU00138,192.0858017644068,495.0,315.0,106.0,5.0,2025-12-28,Frozen Foods,Ready Meals,504.37,668.4,32.0143002940678,15.461840348006065,0.0,0.2884866956671721,Healthy,0.0,55898.52
SKU00139,193.68459057398388,,,,,,,,460.7,790.82,32.28076509566398,,0.0,0.0,Healthy,,
SKU00140,190.64762065701458,8639.0,2078.0,664.0,30.0,2025-12-07,Home Care,Dishwashing,87.05,148.11,31.774603442835765,271.8838022807123,0.0,1.0,Markdown / Clear,0.0,718833.2
SKU00141,191.86746277706757,133.0,120.0,40.0,2.0,2025-11-27,Apparel & Footwear,Footwear,1609.4,2602.93,31.977910462844594,4.159121033081065,0.0,0.0,Healthy,0.0,0.0
SKU00142,184.6842173414379,179.0,178.0,46.0,2.0,2025-12-29,Dairy & Bakery,Yogurt,80.72,135.03,30.78070289023965,5.815331788825384,0.0,0.0,Healthy,0.0,0.0
SKU00143,183.15217022997132,79.0,44.0,17.0,1.0,2025-11-24,Stationery & Office,Writing Instruments,50.83,64.0,30.52536170499522,2.5880119214794535,0.35299701963013663,0.0,Healthy,2758.49,0.0
